user_id,cluster_id,segment,treatment,cluster_treated_share,pre_period_msi,post_period_msi
1536,38,casual,1,0.5,7.63,5.35
1537,38,dormant,0,0.5,0.0,1.95
1538,38,power,0,0.5,14.48,17.37
1539,38,casual,1,0.5,8.12,6.88
1540,38,casual,0,0.5,8.66,9.63
1541,38,power,0,0.5,20.65,20.81
1542,38,dormant,0,0.5,2.97,5.22
1543,38,casual,1,0.5,0.0,2.44
1544,38,casual,0,0.5,4.22,5.96
1545,38,dormant,1,0.5,4.76,0.0
1546,38,casual,1,0.5,2.02,7.17
1547,38,casual,1,0.5,3.79,3.47
1548,38,dormant,0,0.5,0.86,1.22
1549,38,power,1,0.5,22.49,30.79
1550,38,casual,1,0.5,6.02,8.99
1551,38,power,0,0.5,12.77,15.06
1552,38,casual,0,0.5,6.09,5.23
1553,38,casual,0,0.5,6.87,1.84
1554,38,casual,0,0.5,7.75,6.68
1555,38,dormant,0,0.5,0.0,0.55
1556,38,casual,1,0.5,10.34,12.07
1557,38,casual,1,0.5,4.09,7.83
1558,38,power,1,0.5,18.32,20.75
1559,38,casual,1,0.5,0.0,4.42
1560,39,dormant,1,0.575,0.0,0.0
1561,39,power,0,0.575,16.19,16.87
1562,39,power,0,0.575,16.81,18.62
1563,39,power,0,0.575,15.49,15.68
1564,39,casual,1,0.575,6.63,5.93
1565,39,dormant,0,0.575,4.3,5.26
1566,39,dormant,1,0.575,0.0,0.41
1567,39,dormant,1,0.575,0.52,1.0
1568,39,power,0,0.575,17.31,17.44
1569,39,casual,1,0.575,6.95,6.38
1570,39,casual,0,0.575,3.15,3.91
1571,39,casual,0,0.575,4.58,6.62
1572,39,power,1,0.575,10.15,15.38
1573,39,casual,1,0.575,5.19,3.41
1574,39,dormant,1,0.575,0.0,1.09
1575,39,power,1,0.575,21.2,22.34
1576,39,dormant,1,0.575,0.0,0.94
1577,39,casual,0,0.575,7.69,5.33
1578,39,power,1,0.575,16.13,19.8
1579,39,casual,1,0.575,8.67,3.58
1580,39,power,1,0.575,11.81,16.97
1581,39,power,1,0.575,16.42,17.99
1582,39,dormant,0,0.575,1.76,0.86
1583,39,casual,1,0.575,6.82,5.85
1584,39,casual,1,0.575,6.43,7.51
1585,39,casual,0,0.575,1.42,2.92
1586,39,casual,0,0.575,9.96,6.77
1587,39,power,0,0.575,13.16,14.73
1588,39,dormant,0,0.575,2.55,0.99
1589,39,casual,0,0.575,10.32,11.77
1590,39,power,0,0.575,14.24,15.68
1591,39,casual,1,0.575,8.57,9.01
1592,39,dormant,0,0.575,1.59,1.36
1593,39,casual,1,0.575,8.57,6.73
1594,39,power,1,0.575,3.42,8.05
1595,39,casual,1,0.575,7.68,4.04
1596,39,casual,1,0.575,4.04,4.19
1597,39,casual,0,0.575,4.02,5.36
1598,39,casual,1,0.575,7.03,9.7
1599,39,power,1,0.575,11.38,15.68
1600,40,dormant,1,0.425,0.0,0.0
1601,40,dormant,0,0.425,1.49,0.0
1602,40,casual,1,0.425,2.97,6.38
1603,40,power,0,0.425,12.62,16.09
1604,40,casual,0,0.425,2.36,1.22
1605,40,power,0,0.425,13.31,14.22
1606,40,casual,1,0.425,5.48,5.31
1607,40,casual,1,0.425,0.0,4.56
1608,40,dormant,1,0.425,1.79,0.99
1609,40,casual,1,0.425,4.48,3.86
1610,40,casual,1,0.425,10.65,7.68
1611,40,casual,0,0.425,5.09,5.23
1612,40,dormant,0,0.425,1.49,2.72
1613,40,casual,0,0.425,3.21,4.15
1614,40,dormant,0,0.425,1.4,1.21
1615,40,casual,1,0.425,1.27,0.69
1616,40,casual,0,0.425,3.16,6.32
1617,40,dormant,1,0.425,2.08,0.6
1618,40,casual,1,0.425,8.3,10.39
1619,40,casual,1,0.425,5.43,8.08
1620,40,dormant,1,0.425,0.0,0.2
1621,40,dormant,0,0.425,2.53,1.74
1622,40,dormant,1,0.425,0.0,1.37
1623,40,casual,1,0.425,4.83,5.29
1624,40,dormant,0,0.425,0.0,0.0
1625,40,dormant,1,0.425,4.21,0.0
1626,40,casual,0,0.425,4.3,1.2
1627,40,power,0,0.425,15.33,14.34
1628,40,dormant,0,0.425,3.39,2.56
1629,40,casual,0,0.425,1.84,4.08
1630,40,dormant,0,0.425,1.49,0.44
1631,40,casual,0,0.425,5.98,2.81
1632,40,casual,0,0.425,3.05,4.94
1633,40,casual,0,0.425,6.35,6.94
1634,40,casual,0,0.425,4.69,3.48
1635,40,casual,1,0.425,8.07,8.5
1636,40,casual,0,0.425,7.4,8.42
1637,40,dormant,0,0.425,0.2,0.36
1638,40,casual,0,0.425,6.75,4.64
1639,40,casual,1,0.425,5.61,4.52
1640,41,casual,0,0.575,6.45,3.16
1641,41,dormant,1,0.575,1.59,3.95
1642,41,dormant,1,0.575,3.14,1.59
1643,41,dormant,1,0.575,0.67,2.39
1644,41,casual,1,0.575,4.65,5.49
1645,41,power,1,0.575,17.23,19.27
1646,41,power,0,0.575,16.17,18.64
1647,41,casual,1,0.575,8.19,9.23
1648,41,casual,0,0.575,4.93,6.55
1649,41,dormant,1,0.575,2.56,2.8
1650,41,dormant,0,0.575,1.05,0.88
1651,41,casual,0,0.575,3.95,3.48
1652,41,dormant,1,0.575,0.0,0.02
1653,41,dormant,0,0.575,0.74,2.09
1654,41,dormant,1,0.575,3.99,0.31
1655,41,casual,1,0.575,1.54,2.38
1656,41,casual,0,0.575,9.28,9.8
1657,41,casual,1,0.575,2.26,3.54
1658,41,casual,0,0.575,4.84,2.72
1659,41,dormant,1,0.575,2.11,1.94
1660,41,power,1,0.575,8.96,11.7
1661,41,casual,0,0.575,3.62,6.49
1662,41,casual,0,0.575,0.16,6.29
1663,41,power,0,0.575,16.56,19.21
1664,41,casual,1,0.575,5.23,1.64
1665,41,dormant,1,0.575,0.25,0.0
1666,41,dormant,1,0.575,1.59,2.2
1667,41,casual,1,0.575,5.41,7.33
1668,41,dormant,0,0.575,0.0,4.93
1669,41,casual,1,0.575,1.63,2.8
1670,41,casual,1,0.575,2.41,4.51
1671,41,power,0,0.575,13.91,14.51
1672,41,power,0,0.575,18.35,18.63
1673,41,casual,0,0.575,5.39,9.01
1674,41,casual,1,0.575,2.42,3.98
1675,41,dormant,0,0.575,3.35,3.24
1676,41,dormant,0,0.575,1.87,2.59
1677,41,casual,1,0.575,7.09,7.16
1678,41,casual,1,0.575,2.83,6.32
1679,41,dormant,1,0.575,0.79,2.11
1680,42,dormant,0,0.45,3.06,0.0
1681,42,power,1,0.45,16.47,22.24
1682,42,dormant,1,0.45,0.98,0.31
1683,42,power,1,0.45,5.01,10.21
1684,42,casual,0,0.45,8.45,10.4
1685,42,power,0,0.45,15.19,15.34
1686,42,casual,1,0.45,7.23,7.59
1687,42,casual,0,0.45,6.25,9.26
1688,42,dormant,0,0.45,1.0,0.48
1689,42,casual,1,0.45,4.83,6.0
1690,42,dormant,1,0.45,3.37,2.52
1691,42,dormant,0,0.45,0.0,1.23
1692,42,dormant,1,0.45,2.04,0.0
1693,42,dormant,1,0.45,0.0,0.0
1694,42,casual,1,0.45,7.72,9.12
1695,42,dormant,1,0.45,4.13,5.52
1696,42,casual,0,0.45,4.04,0.31
1697,42,dormant,0,0.45,1.65,1.59
1698,42,dormant,0,0.45,3.07,1.98
1699,42,casual,1,0.45,6.36,8.99
1700,42,casual,0,0.45,6.69,6.1
1701,42,dormant,0,0.45,1.62,2.03
1702,42,dormant,0,0.45,0.0,0.14
1703,42,casual,0,0.45,4.37,6.07
1704,42,power,0,0.45,16.0,13.28
1705,42,dormant,1,0.45,0.0,0.0
1706,42,casual,0,0.45,2.27,1.38
1707,42,casual,0,0.45,3.08,2.91
1708,42,dormant,1,0.45,0.14,2.97
1709,42,casual,0,0.45,6.39,8.2
1710,42,dormant,0,0.45,4.03,2.54
1711,42,dormant,1,0.45,1.15,0.32
1712,42,power,1,0.45,13.03,18.62
1713,42,casual,1,0.45,4.13,4.65
1714,42,dormant,0,0.45,0.87,3.0
1715,42,casual,1,0.45,3.07,5.13
1716,42,power,0,0.45,18.55,18.94
1717,42,dormant,1,0.45,0.62,1.4
1718,42,casual,0,0.45,5.6,8.45
1719,42,casual,0,0.45,3.61,6.13
1720,43,casual,0,0.425,4.71,2.53
1721,43,dormant,1,0.425,3.54,1.75
1722,43,power,0,0.425,13.88,13.66
1723,43,dormant,0,0.425,2.33,0.0
1724,43,power,1,0.425,14.71,22.69
1725,43,casual,0,0.425,3.49,4.59
1726,43,dormant,1,0.425,3.27,0.28
1727,43,casual,0,0.425,1.3,0.81
1728,43,dormant,1,0.425,2.01,2.56
1729,43,dormant,1,0.425,3.17,2.82
1730,43,casual,0,0.425,5.52,4.58
1731,43,casual,1,0.425,2.94,4.56
1732,43,casual,0,0.425,7.24,7.79
1733,43,casual,1,0.425,5.19,8.34
1734,43,casual,1,0.425,7.21,9.63
1735,43,casual,1,0.425,9.85,10.44
1736,43,power,1,0.425,9.08,13.95
1737,43,power,0,0.425,16.67,16.55
1738,43,dormant,0,0.425,1.21,1.44
1739,43,casual,1,0.425,4.9,2.75
1740,43,casual,0,0.425,5.91,7.16
1741,43,dormant,0,0.425,0.9,0.0
1742,43,power,0,0.425,9.92,11.63
1743,43,casual,0,0.425,7.2,9.19
1744,43,power,0,0.425,16.61,16.77
1745,43,dormant,1,0.425,0.0,0.65
1746,43,casual,0,0.425,11.6,8.62
1747,43,casual,1,0.425,0.7,4.63
1748,43,casual,1,0.425,7.2,7.62
1749,43,power,0,0.425,10.99,13.68
1750,43,dormant,0,0.425,0.0,0.4
1751,43,casual,1,0.425,9.52,8.83
1752,43,dormant,0,0.425,1.01,0.94
1753,43,casual,0,0.425,6.28,6.22
1754,43,dormant,0,0.425,0.52,0.0
1755,43,casual,0,0.425,9.68,6.99
1756,43,casual,0,0.425,4.22,7.72
1757,43,power,0,0.425,14.27,12.58
1758,43,casual,1,0.425,5.99,7.83
1759,43,casual,1,0.425,7.89,5.93
1760,44,casual,1,0.525,0.0,5.97
1761,44,power,0,0.525,16.13,13.23
1762,44,casual,1,0.525,4.2,5.02
1763,44,dormant,0,0.525,0.82,1.4
1764,44,casual,0,0.525,7.83,8.25
1765,44,dormant,1,0.525,2.07,1.86
1766,44,casual,1,0.525,9.12,8.24
1767,44,casual,1,0.525,6.33,8.72
1768,44,dormant,0,0.525,1.78,3.41
1769,44,casual,0,0.525,9.15,4.69
1770,44,dormant,1,0.525,0.0,0.16
1771,44,casual,1,0.525,4.54,1.41
1772,44,power,0,0.525,15.43,14.22
1773,44,dormant,0,0.525,0.0,0.92
1774,44,dormant,1,0.525,2.69,0.0
1775,44,power,0,0.525,12.69,16.31
1776,44,power,1,0.525,16.92,24.71
1777,44,casual,0,0.525,8.93,9.38
1778,44,casual,0,0.525,3.24,4.57
1779,44,casual,0,0.525,5.47,8.89
1780,44,casual,1,0.525,1.21,1.52
1781,44,dormant,0,0.525,3.48,2.27
1782,44,casual,1,0.525,0.3,1.76
1783,44,dormant,1,0.525,0.92,1.58
1784,44,casual,1,0.525,4.55,3.83
1785,44,casual,0,0.525,10.81,11.78
1786,44,casual,1,0.525,6.99,5.92
1787,44,casual,0,0.525,9.42,7.63
1788,44,power,1,0.525,12.69,13.88
1789,44,power,1,0.525,15.52,20.16
1790,44,casual,1,0.525,4.46,8.44
1791,44,casual,0,0.525,5.05,6.98
1792,44,dormant,0,0.525,0.82,3.81
1793,44,dormant,0,0.525,4.46,1.93
1794,44,dormant,1,0.525,2.53,2.49
1795,44,casual,0,0.525,4.41,3.13
1796,44,casual,1,0.525,8.04,6.59
1797,44,casual,0,0.525,6.4,2.57
1798,44,dormant,1,0.525,0.27,1.76
1799,44,casual,1,0.525,8.92,5.2
1800,45,dormant,0,0.525,3.64,0.17
1801,45,dormant,0,0.525,0.0,0.11
1802,45,dormant,0,0.525,0.0,0.8
1803,45,casual,1,0.525,5.84,5.98
1804,45,casual,0,0.525,1.19,2.93
1805,45,casual,0,0.525,0.42,0.0
1806,45,dormant,0,0.525,2.65,0.0
1807,45,casual,0,0.525,3.1,4.39
1808,45,power,1,0.525,14.04,17.63
1809,45,dormant,1,0.525,1.26,1.51
1810,45,dormant,1,0.525,2.34,4.94
1811,45,dormant,1,0.525,5.24,3.82
1812,45,dormant,0,0.525,0.0,0.0
1813,45,casual,1,0.525,7.37,7.2
1814,45,dormant,0,0.525,5.8,1.43
1815,45,casual,1,0.525,1.79,3.47
1816,45,casual,1,0.525,5.55,6.88
1817,45,dormant,1,0.525,3.38,2.69
1818,45,power,1,0.525,11.76,11.28
1819,45,casual,1,0.525,6.72,8.7
1820,45,dormant,1,0.525,2.4,0.0
1821,45,casual,1,0.525,8.27,8.59
1822,45,dormant,0,0.525,1.78,4.31
1823,45,dormant,0,0.525,2.56,0.75
1824,45,dormant,0,0.525,0.0,0.13
1825,45,dormant,1,0.525,2.33,4.13
1826,45,casual,1,0.525,1.84,9.13
1827,45,dormant,1,0.525,1.61,0.04
1828,45,casual,1,0.525,7.34,10.64
1829,45,dormant,0,0.525,2.47,3.45
1830,45,dormant,1,0.525,2.75,2.64
1831,45,casual,0,0.525,4.03,5.54
1832,45,casual,0,0.525,3.77,0.39
1833,45,power,0,0.525,17.01,20.46
1834,45,casual,1,0.525,10.65,9.53
1835,45,casual,0,0.525,2.79,5.0
1836,45,casual,1,0.525,7.52,7.3
1837,45,dormant,1,0.525,3.75,4.3
1838,45,power,0,0.525,14.51,16.44
1839,45,power,0,0.525,13.63,13.3
1840,46,casual,1,0.55,3.74,6.69
1841,46,dormant,0,0.55,0.0,0.0
1842,46,casual,0,0.55,4.26,7.26
1843,46,dormant,0,0.55,4.92,3.71
1844,46,casual,1,0.55,1.78,4.63
1845,46,dormant,0,0.55,0.0,4.6
1846,46,dormant,0,0.55,2.41,0.01
1847,46,power,0,0.55,17.2,17.42
1848,46,dormant,0,0.55,1.03,2.53
1849,46,dormant,0,0.55,3.1,6.48
1850,46,casual,0,0.55,4.92,5.91
1851,46,power,1,0.55,17.23,21.04
1852,46,casual,1,0.55,4.75,11.36
1853,46,dormant,1,0.55,0.83,1.22
1854,46,casual,1,0.55,7.44,9.91
1855,46,dormant,1,0.55,2.44,1.85
1856,46,casual,1,0.55,5.07,6.21
1857,46,casual,0,0.55,7.52,8.35
1858,46,dormant,1,0.55,6.11,3.52
1859,46,dormant,1,0.55,5.09,0.66
1860,46,casual,1,0.55,3.1,6.74
1861,46,casual,1,0.55,3.96,4.86
1862,46,dormant,1,0.55,2.26,2.64
1863,46,power,0,0.55,19.57,21.96
1864,46,casual,0,0.55,5.52,3.6
1865,46,power,1,0.55,13.39,17.7
1866,46,dormant,1,0.55,0.73,0.53
1867,46,casual,0,0.55,8.56,7.84
1868,46,casual,1,0.55,8.09,8.55
1869,46,power,0,0.55,18.03,15.93
1870,46,dormant,0,0.55,1.77,0.0
1871,46,casual,1,0.55,4.23,5.28
1872,46,casual,0,0.55,6.8,7.76
1873,46,casual,1,0.55,7.93,8.5
1874,46,dormant,1,0.55,3.36,0.59
1875,46,power,1,0.55,17.35,26.59
1876,46,casual,0,0.55,6.93,3.28
1877,46,casual,1,0.55,11.18,9.02
1878,46,power,1,0.55,18.58,20.1
1879,46,casual,0,0.55,8.12,9.99
1880,47,dormant,1,0.575,0.0,1.87
1881,47,dormant,0,0.575,4.45,6.02
1882,47,power,1,0.575,10.81,13.23
1883,47,dormant,1,0.575,3.87,1.43
1884,47,dormant,0,0.575,0.0,0.0
1885,47,dormant,1,0.575,0.0,0.0
1886,47,casual,1,0.575,5.93,6.28
1887,47,dormant,1,0.575,2.6,2.32
1888,47,casual,1,0.575,4.24,7.44
1889,47,dormant,1,0.575,3.09,0.0
1890,47,power,0,0.575,17.33,18.01
1891,47,casual,1,0.575,8.85,7.59
1892,47,casual,0,0.575,4.49,6.37
1893,47,dormant,1,0.575,0.0,0.0
1894,47,casual,0,0.575,8.59,4.12
1895,47,casual,0,0.575,8.25,5.71
1896,47,casual,0,0.575,7.87,6.94
1897,47,casual,1,0.575,8.79,9.81
1898,47,dormant,1,0.575,2.82,1.36
1899,47,dormant,0,0.575,0.0,2.11
1900,47,casual,1,0.575,6.31,10.68
1901,47,dormant,1,0.575,1.6,2.04
1902,47,casual,0,0.575,5.58,5.84
1903,47,casual,1,0.575,5.44,6.29
1904,47,casual,1,0.575,4.43,10.27
1905,47,power,1,0.575,19.7,23.57
1906,47,casual,1,0.575,5.62,4.74
1907,47,dormant,1,0.575,0.0,1.94
1908,47,casual,1,0.575,6.75,3.68
1909,47,casual,0,0.575,2.05,1.81
1910,47,power,1,0.575,13.53,17.43
1911,47,casual,0,0.575,5.65,2.16
1912,47,dormant,0,0.575,3.12,2.91
1913,47,casual,1,0.575,11.28,8.57
1914,47,casual,1,0.575,0.0,0.0
1915,47,casual,0,0.575,3.2,2.05
1916,47,casual,0,0.575,8.14,10.17
1917,47,power,0,0.575,17.09,20.11
1918,47,casual,0,0.575,6.22,4.58
1919,47,casual,0,0.575,10.75,9.63
1920,48,power,1,0.55,10.34,13.79
1921,48,dormant,0,0.55,0.7,2.91
1922,48,dormant,1,0.55,0.5,3.25
1923,48,casual,0,0.55,5.25,5.17
1924,48,casual,1,0.55,6.12,9.8
1925,48,casual,1,0.55,3.84,3.73
1926,48,dormant,0,0.55,4.15,3.14
1927,48,casual,1,0.55,0.24,3.73
1928,48,dormant,1,0.55,0.0,2.35
1929,48,casual,0,0.55,4.23,3.35
1930,48,casual,1,0.55,3.9,6.73
1931,48,casual,0,0.55,4.51,5.25
1932,48,dormant,0,0.55,2.46,1.51
1933,48,casual,1,0.55,6.23,6.17
1934,48,casual,0,0.55,5.61,5.37
1935,48,dormant,0,0.55,0.84,1.86
1936,48,dormant,0,0.55,0.0,2.2
1937,48,casual,1,0.55,4.58,6.66
1938,48,casual,1,0.55,9.61,9.73
1939,48,casual,0,0.55,4.09,4.98
1940,48,dormant,1,0.55,1.8,0.0
1941,48,casual,0,0.55,7.35,7.17
1942,48,dormant,1,0.55,0.61,2.02
1943,48,casual,1,0.55,2.83,1.14
1944,48,dormant,1,0.55,2.69,1.17
1945,48,casual,0,0.55,2.0,2.1
1946,48,power,1,0.55,16.36,18.67
1947,48,casual,0,0.55,5.3,5.55
1948,48,dormant,0,0.55,0.09,2.15
1949,48,casual,1,0.55,10.57,9.62
1950,48,dormant,1,0.55,2.54,0.0
1951,48,casual,0,0.55,4.07,4.34
1952,48,casual,0,0.55,4.98,4.56
1953,48,casual,1,0.55,1.8,4.49
1954,48,casual,0,0.55,6.87,7.33
1955,48,power,1,0.55,12.81,18.53
1956,48,casual,1,0.55,8.65,8.03
1957,48,dormant,0,0.55,1.86,2.34
1958,48,casual,1,0.55,4.71,7.55
1959,48,dormant,1,0.55,0.35,0.0
1960,49,casual,1,0.525,5.2,5.05
1961,49,casual,0,0.525,5.22,5.36
1962,49,casual,0,0.525,6.2,5.22
1963,49,dormant,0,0.525,2.74,2.1
1964,49,power,0,0.525,15.92,16.81
1965,49,casual,1,0.525,4.32,4.69
1966,49,dormant,1,0.525,1.8,0.0
1967,49,casual,0,0.525,3.96,4.62
1968,49,dormant,0,0.525,0.53,0.0
1969,49,casual,0,0.525,3.58,2.68
1970,49,dormant,0,0.525,3.7,2.86
1971,49,power,1,0.525,11.32,13.4
1972,49,power,1,0.525,16.02,19.85
1973,49,casual,1,0.525,3.15,6.55
1974,49,casual,1,0.525,6.9,9.11
1975,49,power,1,0.525,14.85,16.02
1976,49,power,0,0.525,16.78,18.76
1977,49,dormant,0,0.525,2.55,1.76
1978,49,power,0,0.525,17.77,18.8
1979,49,dormant,0,0.525,0.0,0.0
1980,49,power,1,0.525,14.58,17.38
1981,49,casual,1,0.525,2.07,2.64
1982,49,power,0,0.525,9.81,12.27
1983,49,casual,1,0.525,3.97,6.78
1984,49,casual,1,0.525,1.34,4.57
1985,49,casual,1,0.525,7.59,9.42
1986,49,power,1,0.525,6.31,10.16
1987,49,casual,0,0.525,7.1,6.28
1988,49,casual,1,0.525,7.77,9.03
1989,49,casual,1,0.525,6.29,5.3
1990,49,power,1,0.525,14.57,19.7
1991,49,casual,0,0.525,8.98,8.41
1992,49,casual,0,0.525,7.39,8.24
1993,49,dormant,1,0.525,1.95,0.0
1994,49,casual,1,0.525,7.35,4.66
1995,49,dormant,0,0.525,0.0,0.0
1996,49,dormant,0,0.525,0.0,0.25
1997,49,casual,1,0.525,7.92,5.65
1998,49,power,0,0.525,14.56,15.12
1999,49,power,1,0.525,12.52,16.68
2000,50,dormant,0,0.425,2.81,1.67
2001,50,dormant,0,0.425,2.91,3.64
2002,50,casual,1,0.425,3.15,3.68
2003,50,casual,0,0.425,9.42,8.95
2004,50,casual,0,0.425,2.42,4.81
2005,50,casual,0,0.425,8.38,8.58
2006,50,casual,1,0.425,3.21,3.84
2007,50,casual,0,0.425,6.62,8.51
2008,50,casual,1,0.425,3.01,3.99
2009,50,casual,1,0.425,5.66,9.71
2010,50,power,0,0.425,15.58,15.93
2011,50,dormant,0,0.425,0.0,0.88
2012,50,casual,1,0.425,3.4,2.81
2013,50,casual,1,0.425,2.79,6.45
2014,50,dormant,0,0.425,3.69,2.79
2015,50,casual,0,0.425,6.55,9.49
2016,50,casual,1,0.425,5.57,5.53
2017,50,dormant,1,0.425,1.05,0.74
2018,50,power,0,0.425,14.63,13.54
2019,50,casual,0,0.425,0.13,0.76
2020,50,casual,0,0.425,4.14,6.58
2021,50,casual,0,0.425,4.66,4.42
2022,50,dormant,0,0.425,6.12,2.35
2023,50,power,1,0.425,8.73,15.95
2024,50,casual,0,0.425,2.42,4.38
2025,50,casual,0,0.425,2.6,3.52
2026,50,casual,1,0.425,0.0,3.02
2027,50,dormant,1,0.425,2.82,3.98
2028,50,casual,1,0.425,2.5,4.94
2029,50,casual,1,0.425,5.25,6.51
2030,50,casual,0,0.425,4.83,3.71
2031,50,dormant,0,0.425,0.07,3.09
2032,50,casual,1,0.425,3.95,4.32
2033,50,casual,0,0.425,3.83,6.62
2034,50,casual,1,0.425,3.26,5.83
2035,50,power,0,0.425,15.53,13.13
2036,50,power,1,0.425,13.41,20.29
2037,50,casual,0,0.425,7.46,7.33
2038,50,power,0,0.425,8.59,9.92
2039,50,dormant,1,0.425,3.19,1.81
2040,51,casual,0,0.425,5.75,8.33
2041,51,casual,0,0.425,3.75,1.87
2042,51,casual,1,0.425,6.52,10.46
2043,51,casual,0,0.425,5.03,6.15
2044,51,dormant,0,0.425,1.52,0.0
2045,51,power,0,0.425,16.82,17.14
2046,51,casual,0,0.425,5.65,6.43
2047,51,dormant,0,0.425,0.48,1.87
2048,51,casual,1,0.425,3.07,7.97
2049,51,casual,1,0.425,5.18,8.75
2050,51,dormant,0,0.425,0.62,1.17
2051,51,power,0,0.425,6.65,6.32
2052,51,casual,0,0.425,2.97,0.24
2053,51,casual,1,0.425,7.72,6.27
2054,51,dormant,0,0.425,0.0,4.15
2055,51,power,1,0.425,10.85,16.29
2056,51,dormant,1,0.425,0.0,0.36
2057,51,casual,1,0.425,8.1,8.04
2058,51,casual,1,0.425,6.98,2.0
2059,51,dormant,0,0.425,1.33,0.21
2060,51,casual,1,0.425,0.0,5.94
2061,51,casual,1,0.425,9.3,9.64
2062,51,casual,1,0.425,8.08,7.4
2063,51,casual,1,0.425,3.53,3.86
2064,51,casual,1,0.425,2.33,2.32
2065,51,casual,0,0.425,10.67,7.47
2066,51,casual,0,0.425,5.82,7.0
2067,51,casual,1,0.425,3.66,4.92
2068,51,casual,0,0.425,4.89,5.48
2069,51,casual,1,0.425,6.94,7.6
2070,51,casual,0,0.425,6.74,10.67
2071,51,casual,0,0.425,3.73,3.56
2072,51,casual,0,0.425,4.07,1.55
2073,51,casual,0,0.425,4.72,4.06
2074,51,casual,1,0.425,8.66,8.47
2075,51,dormant,1,0.425,2.35,3.74
2076,51,dormant,0,0.425,1.01,0.0
2077,51,casual,0,0.425,8.11,11.85
2078,51,casual,0,0.425,5.32,6.0
2079,51,power,0,0.425,4.76,7.37
2080,52,power,0,0.575,12.97,14.48
2081,52,casual,1,0.575,9.74,5.67
2082,52,casual,0,0.575,5.23,5.62
2083,52,dormant,0,0.575,1.55,3.42
2084,52,power,1,0.575,12.02,16.21
2085,52,dormant,1,0.575,0.41,2.41
2086,52,dormant,1,0.575,2.7,4.67
2087,52,casual,1,0.575,11.0,12.72
2088,52,casual,1,0.575,2.81,5.22
2089,52,casual,1,0.575,7.25,7.47
2090,52,casual,1,0.575,5.87,3.33
2091,52,casual,0,0.575,10.23,3.48
2092,52,dormant,1,0.575,2.46,0.16
2093,52,casual,1,0.575,6.03,7.78
2094,52,casual,0,0.575,9.39,8.73
2095,52,power,1,0.575,16.38,17.52
2096,52,casual,0,0.575,4.53,5.29
2097,52,casual,0,0.575,9.33,8.65
2098,52,dormant,0,0.575,3.57,2.45
2099,52,dormant,1,0.575,0.0,0.0
2100,52,casual,1,0.575,6.53,2.99
2101,52,dormant,0,0.575,0.0,1.77
2102,52,casual,0,0.575,8.68,4.32
2103,52,casual,1,0.575,2.21,3.21
2104,52,casual,0,0.575,1.9,0.83
2105,52,casual,1,0.575,8.28,7.47
2106,52,casual,0,0.575,2.88,5.79
2107,52,casual,1,0.575,7.13,8.25
2108,52,dormant,0,0.575,3.52,0.17
2109,52,dormant,1,0.575,4.24,3.38
2110,52,casual,1,0.575,2.23,4.89
2111,52,dormant,1,0.575,1.57,0.42
2112,52,casual,1,0.575,8.22,9.37
2113,52,casual,1,0.575,6.56,7.96
2114,52,power,0,0.575,12.28,12.69
2115,52,casual,0,0.575,8.51,7.76
2116,52,power,1,0.575,14.3,15.94
2117,52,casual,0,0.575,1.85,3.27
2118,52,casual,1,0.575,4.17,5.81
2119,52,casual,0,0.575,3.66,1.59
2120,53,casual,1,0.625,10.43,7.81
2121,53,casual,1,0.625,2.85,4.62
2122,53,casual,1,0.625,5.02,5.79
2123,53,power,0,0.625,19.96,21.69
2124,53,casual,1,0.625,8.19,8.76
2125,53,casual,0,0.625,6.54,5.79
2126,53,power,0,0.625,16.26,19.3
2127,53,casual,1,0.625,5.73,6.21
2128,53,casual,0,0.625,5.65,7.91
2129,53,power,0,0.625,14.92,17.12
2130,53,dormant,0,0.625,0.0,1.88
2131,53,dormant,0,0.625,3.23,2.12
2132,53,casual,1,0.625,7.22,9.78
2133,53,casual,1,0.625,3.75,5.47
2134,53,dormant,0,0.625,0.71,0.0
2135,53,power,1,0.625,18.7,22.34
2136,53,casual,0,0.625,3.52,6.06
2137,53,casual,1,0.625,0.66,3.17
2138,53,casual,1,0.625,8.24,8.8
2139,53,casual,1,0.625,1.69,6.27
2140,53,casual,1,0.625,1.41,2.84
2141,53,casual,0,0.625,9.49,13.92
2142,53,dormant,0,0.625,0.0,0.0
2143,53,casual,0,0.625,5.83,6.75
2144,53,casual,1,0.625,4.2,7.39
2145,53,casual,1,0.625,11.09,10.86
2146,53,casual,0,0.625,2.45,3.51
2147,53,casual,1,0.625,6.53,3.64
2148,53,dormant,0,0.625,4.02,4.43
2149,53,casual,1,0.625,8.37,11.44
2150,53,casual,1,0.625,8.1,7.23
2151,53,casual,1,0.625,4.77,9.22
2152,53,dormant,1,0.625,1.04,0.03
2153,53,casual,1,0.625,5.8,10.69
2154,53,power,1,0.625,13.32,15.78
2155,53,casual,1,0.625,5.58,14.26
2156,53,casual,1,0.625,3.93,5.68
2157,53,dormant,1,0.625,2.06,5.45
2158,53,casual,0,0.625,4.26,5.5
2159,53,dormant,1,0.625,1.8,2.25
2160,54,dormant,1,0.6,1.32,1.84
2161,54,dormant,0,0.6,5.51,6.64
2162,54,casual,1,0.6,2.52,6.9
2163,54,power,1,0.6,15.56,18.68
2164,54,casual,0,0.6,7.94,8.62
2165,54,casual,1,0.6,0.0,1.34
